,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
150,Charlie Puth,That's Hilarious,1jIMjbzcGCcCQn5iMu9CUc,81,0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,146855,4
151,Gaana Achu,NEW YEAR 2022,1Gf36LzOmcIn8vcQMrQIm2,5,0.736,0.887,2,-7.121,1,0.143,0.779,1.27e-06,0.101,0.874,82.008,224126,4
152,Ed Sheeran,2step,3AwylGuRrWCgrVrjOO0qq5,2,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,163450,4
153,Ed Sheeran,Shivers,2ahXBDYr92nWW9gKU4JtAo,0,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
154,Club Killers,New Years Eve 2022 Countdown,6RVoGOMEywzerRieiw5t9m,5,0.464,0.861,0,-8.493,1,0.681,0.00674,0.0,0.703,0.218,64.12,87656,4
155,Jyc Row,Year of the Tiger (Equestria Spring Festival Celebration 2022),7k3vvF7gbBVW9ejRn0zBOU,5,0.119,0.375,0,-13.836,1,0.0511,0.298,0.927,0.11,0.142,79.575,151819,4
156,Ed Sheeran,Perfect,3y0KN6HnlTn7xBsCKCuSFy,1,0.598,0.448,8,-6.312,1,0.0232,0.162,0.0,0.106,0.168,95.009,263400,3
157,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",3uRUbppUFPsmrccRXSDAjE,34,0.756,0.809,5,-3.655,1,0.0541,0.0173,3.69e-06,0.66,0.64,109.901,264847,4
158,The Harvard Krokodiloes,In a Sentimental Mood,69sdSYaI6o7ta9gjFVGgcE,8,0.214,0.165,11,-10.832,0,0.032,0.9,0.0,0.111,0.161,86.195,224632,1
159,OneRepublic,Counting Stars,4NRBjAMDh8layJcLqlTF47,8,0.659,0.741,1,-4.354,0,0.0388,0.072,0.0,0.166,0.454,122.013,256760,4
160,Ed Sheeran,Bad Habits - Joel Corry Remix,2GNt3zVCJh4UnPnSWHAGdq,1,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,189577,4
161,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,1aOiFmXtyfFm3JjL8rnR6B,8,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893,4
162,Ed Sheeran,All of the Stars,6olqq5zi0Nov3ddqXYCDvv,1,0.537,0.557,11,-6.097,1,0.026,0.00878,0.000184,0.307,0.286,74.971,237147,4
163,LMFAO,Party Rock Anthem,0MHZpGOPZhiBKxR40oRmXj,9,0.744,0.733,5,-4.061,0,0.141,0.019,0.0,0.26,0.34,130.012,264147,4
164,Ed Sheeran,Overpass Graffiti,6TdmvSUSgyZaWfwtyKJkum,1,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908,236907,4
165,Master,Betrayal - Remaster 2022,5yj1dm48yVNOfJyiWt5RUv,2,0.464,0.968,1,-5.483,1,0.111,1.46e-06,0.612,0.225,0.625,160.04,208947,4
166,Master,Special Skills - Remaster 2022,6u58l9CgS5FaxvWZf3Ip03,1,0.418,0.986,1,-5.287,1,0.107,1.11e-06,0.902,0.0817,0.561,170.041,296827,4
167,Master,Blind Hatred - Remaster 2022,74tO2k3xlibifqmx6Lpgdc,1,0.458,0.984,1,-5.678,1,0.0791,1.55e-06,0.799,0.205,0.718,155.103,361347,4
168,Ed Sheeran,The A Team,3rzKnIpD54vWvHkbypmzg2,1,0.642,0.289,9,-9.918,1,0.0366,0.669,0.0,0.18,0.408,84.996,258373,4
169,Workout Music ,Rise Up (Warmup Workout Mix),6hnwbz6odadbu3bmMUHEv4,9,0.226,0.58,1,-3.661,1,0.0414,0.771,0.0,0.126,0.191,77.726,294827,5
170,Ed Sheeran,Runaway,16UzuoRMZ2wFUF5KVk1hkX,2,0.767,0.449,8,-7.159,0,0.0365,0.024,0.000283,0.151,0.908,95.03,205133,4
171,Workout Music ,Peaches (Workout Mix),2GN0M64unZFzF8Mez8RL1F,7,0.742,0.792,4,-5.336,0,0.0863,0.000681,0.126,0.0653,0.594,131.977,262727,4
172,Ed Sheeran,Friends,2KuGJ0ic3tXMELj6NRiYzJ,1,0.52,0.158,4,-14.433,1,0.067,0.782,1.33e-06,0.222,0.456,93.255,190539,4
173,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),37jfKCUtJFqDfWLMpjOH4T,8,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4
174,Workout Music ,deja vu (Workout Mix),5X70OJdWtSai8LfmVniNbr,8,0.693,0.643,9,-5.855,1,0.0368,0.0085,0.00912,0.0399,0.788,131.991,261818,4
175,Workout Music ,Blinding Lights (Workout Mix),1Ihpps7NA0Qhu3uUa3x7K6,9,0.717,0.932,8,-1.607,1,0.153,0.0285,0.107,0.0949,0.961,123.906,270461,4
176,Ed Sheeran,Sing,5su74skGEpuqXeeXJkCjaZ,2,0.818,0.67,8,-4.45,0,0.047,0.3,1.13e-06,0.0601,0.947,119.987,235382,4
177,Workout Music ,Stay (Workout Mix),3PDG31h8lEYM653ayKIaXV,8,0.571,0.797,6,-4.784,1,0.0521,0.00107,0.00364,0.074,0.922,179.98,272000,4
178,Ed Sheeran,Bad Habits,28RQx5pH9T9LZXY02IheWc,1,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
179,Workout Music ,Cold Heart (Workout Mix),4rtAK47x8GeyUC5cxgFJzo,9,0.748,0.787,1,-5.939,1,0.22,0.124,7.77e-05,0.028,0.898,129.997,251113,4
180,Ed Sheeran,I Don't Care,4iZSCAHSCOZ1zZJnu2kNAl,2,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
181,Workout Music ,Heat Waves (Workout Mix),5I64qCyYrFPBRWN00zUkVe,8,0.8,0.567,8,-8.916,0,0.0814,0.00144,0.815,0.0605,0.967,143.961,255000,4
182,Workout Music ,Bad Habits (Workout Mix),67scmhrpM0jxO5Uw8zbL8q,8,0.793,0.749,11,-4.692,0,0.0742,0.0499,0.000298,0.0321,0.853,128.011,284998,4
183,Workout Music ,Save Your Tears (Workout Mix),2OJFOYPQaSpLraDb2nqCme,8,0.682,0.69,0,-6.445,1,0.033,0.00188,0.0213,0.116,0.961,131.986,247272,4
184,EFDY MUSIC STUDIO,IN NOMINE IMPERATORIS - 2022 Version,5r23W2CfblEyO9B1SvAXAl,7,0.666,0.791,7,-10.733,1,0.0382,0.00855,0.85,0.0722,0.354,138.013,237857,4
185,Ed Sheeran,Thinking Out Loud,5PuiaC383YOuEdSsfw4Eye,0,0.781,0.445,2,-6.061,1,0.0296,0.474,0.0,0.184,0.591,78.997,281560,4
186,Master,Line to Kill - Remaster 2022,07YCdWDFpifgVQSSjEA3JS,7,0.464,0.981,10,-5.747,0,0.137,1.63e-06,0.787,0.115,0.471,155.007,289520,4
187,Adam Melchor,Light Year,7itJkxkJcMkRLpfguLjxCA,7,0.395,0.495,3,-9.087,1,0.0329,0.496,0.0378,0.12,0.517,168.01,188044,4
188,Master,Everything is Rotten - Remaster 2022,0hM8AIivT8bikiYbSIXins,1,0.282,0.973,1,-5.784,1,0.165,1.64e-06,0.653,0.281,0.584,157.972,297813,4
189,THE YELLOW MONKEY,JAM - 2022 Remaster,4QgSrt2SqD0kRP59aiBRrL,5,0.282,0.862,0,-3.578,1,0.0484,0.00392,0.0,0.107,0.366,113.808,319987,3
190,Master,All We've Become - Remaster 2022,2i8RxKKuJyEyKvkh6Khant,3,0.458,0.992,9,-5.674,1,0.17,1.52e-06,0.695,0.076,0.439,154.987,324853,4
191,Master,Shoot to Kill - Remaster 2022,5O65MsBzz1cEl3Dmd2QjfN,3,0.433,0.976,7,-5.135,1,0.0897,1.28e-06,0.791,0.123,0.626,170.205,278760,4
192,Master,Hell Probably Win - Remaster 2022,7c0xeLh1Dun4gevWAQZKO7,2,0.379,0.987,0,-4.738,0,0.188,1.46e-06,0.659,0.529,0.248,160.097,157440,4
193,Master,Race to Extinction - Remaster 2022,57EB7KVs5VYoEipWwXZ7vB,4,0.471,0.984,1,-5.359,1,0.128,0.0,0.887,0.103,0.362,130.012,271387,4
194,Aphrodite,Light years,63jJfp6bkjI6uFatgYwR1p,6,0.557,0.985,5,0.175,0,0.0641,0.00607,0.452,0.107,0.839,175.943,340909,4
195,Master,Does One Feel Pain - Remaster 2022,6k3aSULXftjtfvoiLWWkIe,3,0.291,0.949,1,-5.583,1,0.0985,1.38e-06,0.858,0.221,0.445,95.036,384160,4
196,Master,Lined up and Punishment - Remaster 2022,5bZgaJNvx65U9SB6AfnHD4,1,0.268,0.933,0,-5.366,1,0.147,1.93e-06,0.393,0.149,0.486,164.064,253093,4
197,Master,To Fight and Die - Remaster 2022,36PqjBEHJXuq99F7CFkyC7,1,0.381,0.959,7,-5.265,1,0.21,2.17e-06,0.0688,0.272,0.583,180.241,270120,4
198,Force Majeure,Out Of My Mind (Extended Mix) - 2022 Remaster,0jH5gmAPmmKFNCSChHm0PI,5,0.578,0.957,9,-5.757,0,0.0415,0.0033,0.884,0.0407,0.493,137.841,466599,4
199,The Realm,Lost In Space (The Space Brothers Remix) - 2022 Remaster,4ipwKNmXBjb359j96ujkxh,22,0.576,0.984,11,-4.694,0,0.0309,0.000237,0.784,0.189,0.296,134.849,220708,4
200,Master,Can the Us Be so Great - Remaster 2022,1e9GEPlq8z4NpJUZN1zFrF,2,0.379,0.978,9,-5.119,1,0.151,0.0,0.875,0.142,0.423,170.011,251733,4
201,THE YELLOW MONKEY,The Sun Is Burning - 2022 Remaster,10L4lgkOgvyGHcddFWebed,4,0.524,0.967,4,-3.138,1,0.0821,0.000741,0.0,0.1,0.618,123.037,298747,4
202,SECRET NUMBER,"Love, Maybe",5btJjUxmhPK1cwdw0mnhRD,69,0.519,0.726,11,-2.874,1,0.0446,0.518,0.0,0.116,0.453,171.97,185000,4
203,Chinese Yang Qin Relaxation Man,Year of the Tiger,05khBYwS9I5tp0R45IlMhQ,5,0.576,0.428,1,-12.467,0,0.026,0.89,0.441,0.137,0.188,113.336,233872,4
204,NCT DREAM,To My First,7cjojsJwncbiCI0rqOOf9j,68,0.661,0.667,4,-3.875,0,0.0398,0.233,0.0,0.105,0.37,77.006,183293,4
205,Justin Bieber,Flatline,6emg8TShcleYxLG5gdAFxm,9,0.341,0.666,4,-5.733,0,0.0653,0.482,0.0,0.194,0.36,121.677,219347,4
206,Justin Bieber,Anyone,4yER5rerzaCiNjE8sduhqN,0,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4
207,Last Year's Man,Time Brings Change,4ZLcLBGnrTGXVK48bzS9ss,15,0.485,0.292,3,-13.89,1,0.0274,0.59,9.87e-05,0.11,0.355,96.978,201329,4
208,Justin Bieber,Intentions,0LuFNef1l3nqgqlVVZb4bK,0,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011,212869,4
209,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,19,0.35,0.127,7,-18.467,1,0.0351,0.94,0.893,0.0772,0.216,101.419,649000,4
210,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,19,0.418,0.125,2,-20.471,1,0.0324,0.936,0.811,0.142,0.356,97.058,434000,3
211,Justin Bieber,Baby,4gkSKffKNImF3yFLwWUD4C,0,0.731,0.842,5,-5.358,0,0.113,0.0457,0.0,0.0988,0.473,65.027,216613,4
212,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,18,0.265,0.116,7,-19.581,1,0.0361,0.962,0.911,0.0639,0.141,97.857,605000,4
213,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,21,0.363,0.0472,2,-19.968,1,0.039,0.967,0.826,0.162,0.0745,114.36,208000,4
214,Justin Bieber,At Least For Now,2WS09rmFHhFOw6Sudqv87i,1,0.494,0.304,9,-9.876,1,0.0328,0.683,0.0,0.187,0.291,110.754,149653,4
215,DJ Snake,Loco Contigo,0SsArKudK0oLud8nXMRfN9,6,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,185195,4
216,Coldplay,Viva La Vida,4KN3Bqzof7RlqDFwct29DV,5,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
217,Justin Bieber,Honest,7CfghUNAWRBauiiX0bsOCf,10,0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,193322,4
218,Raffa Affar,Tiara,0XIbeoWZZr0fjOZflcX2ql,63,0.611,0.439,4,-7.791,0,0.0248,0.568,3.6e-06,0.0987,0.296,104.975,242780,4
219,The Wanted,Glad You Came,2ojHsrbZaaoumDQKgdsusa,6,0.658,0.864,7,-3.858,0,0.0815,0.0331,0.0,0.109,0.53,126.904,197936,4
220,Stray Kids,MANIAC,63irPUP3xB74fHdw1Aw9zR,81,0.581,0.8,1,-2.613,1,0.411,0.154,0.0,0.0697,0.709,119.872,182758,5
221,Tiësto,God Is A Dancer,4G7gJtXJJ4IIzmGEX8HJ8d,5,0.798,0.747,1,-3.91,0,0.0808,0.0284,1.9e-06,0.344,0.805,120.002,168125,4
222,Tulus,Kelana,3yc3Lyo0iG4eFdq5LAWI0C,62,0.747,0.397,7,-11.316,0,0.0748,0.781,0.000847,0.103,0.399,92.996,192000,4
223,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,5,0.499,0.373,4,-7.811,1,0.0363,0.844,0.0,0.135,0.425,119.778,205518,4
224,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn,88,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,216410,3
225,Rex Orange County,THE SHADE,1gH1h30wkQdd9zhY3j7a8T,73,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869,181507,4
226,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,5,0.745,0.792,8,-7.225,0,0.0422,0.0299,0.0316,0.0788,0.595,127.991,261094,4
227,Rossa,Sekali Ini Saja,1wUGbQiMBpbuszCK15hyFX,62,0.236,0.358,2,-8.235,1,0.0311,0.926,0.00657,0.116,0.247,81.315,202915,4
228,Workout Music ,Wonder (Workout Mix),2SjBYRFi8j5jZaOOS6Nvid,7,0.745,0.913,1,-6.508,0,0.0624,0.0717,0.265,0.0498,0.763,127.993,270000,4
229,SEVENTEEN,Darl+ing,6vo0dV9t7PCQZKsLFwVwZ5,75,0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,176547,4
230,Joel Corry,I Wish (feat. Mabel),4BHiwXCxZTMIWa9LgI4sPK,5,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,181728,4
231,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,85,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4
232,Workout Music ,Hold On (Workout Mix),6leoJ4z4b581wuzkQFN7EV,6,0.561,0.882,1,-4.562,0,0.0632,0.000843,0.0104,0.118,0.49,131.968,272727,4
233,Tulus,Remedi,1kAQQKREO1mXYy2Qy7H9td,62,0.532,0.511,7,-7.141,1,0.0348,0.688,0.000843,0.191,0.353,89.99,247600,4
234,Workout Music ,Anyone (Workout Mix),2Ihx7sR79SWqMmZBrAA3tT,5,0.697,0.663,2,-7.412,1,0.0367,0.000194,0.000625,0.0342,0.951,127.958,299998,4
235,Post Malone,I Like You (A Happier Song),2r2nxXTPNZwAir9MItyZIr,0,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
236,Workout Music ,Watermelon Sugar (Workout Mix),2KlDOdn2feWDRhJ7HCsdIt,6,0.759,0.882,7,-5.435,1,0.0822,0.00286,0.00863,0.0393,0.71,128.004,255000,4
237,Post Malone,Cooped Up,4eAMiwgedrY1Hcy9srPg5L,0,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
238,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,5,0.874,0.62,7,-5.153,1,0.066,0.00988,3.64e-05,0.0753,0.9,131.991,269090,4
239,Tulus,Nala,3AdEZRmsa3zviTr2Whx3zI,62,0.537,0.353,8,-9.269,1,0.028,0.873,0.00292,0.117,0.559,89.934,260000,4
240,Workout Music ,Electricity (Workout Mix),473AjnY37WldJKydlFew7R,5,0.764,0.9,1,-5.28,1,0.105,0.000936,0.00801,0.0303,0.542,128.02,269973,4
241,Vierra,Rasa Ini,3LmIuk8h3S0DSZ9gtnVuaP,62,0.58,0.49,2,-6.267,1,0.0286,0.852,2.85e-05,0.402,0.194,124.986,240267,4
242,Workout Music ,Come & Go (Workout Mix),3J8MjvnPtOb3CcPDDc4UDj,5,0.63,0.832,0,-7.463,1,0.0404,0.00591,0.14,0.0324,0.92,140.028,274286,4
243,HAECHAN,Good Person (2022),0lbtRkC7Bs9aR3ZYvtZydi,65,0.565,0.366,11,-8.611,1,0.0278,0.657,1.21e-05,0.131,0.385,81.943,280000,4
244,Workout Music ,Holy (Workout Mix),1kZJaFlA6zKibLOnIuKDmA,6,0.601,0.705,10,-7.593,0,0.0282,0.000298,0.534,0.428,0.415,127.965,274219,4
245,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,72,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
246,Workout Music ,Love Again (Workout Mix),60HtGh2bkcnInZpVjhIlz0,5,0.775,0.702,6,-7.08,0,0.0515,0.00056,0.223,0.097,0.941,127.993,270000,4
247,Beyoncé,BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,91,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282,4
248,Workout Music ,Secrets (Workout Mix),4H4wPbZJ1P82e9uvfeS7FW,5,0.777,0.671,6,-7.468,0,0.0392,0.00304,0.311,0.0837,0.854,124.044,247734,4
249,Lady Gaga,Hold My Hand,0oWraSo5ASJ0h1BEagTyEw,85,0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,225300,3
250,Fred again..,Billie (loving arms),0EjD5FhmR1bjd0rRTNR7y3,5,0.648,0.775,5,-4.798,1,0.0694,0.0561,0.0,0.444,0.371,128.072,217266,4
251,Kep1er,WA DA DA,4gdiCHNbwugojBqr5Jt3pq,77,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,183693,4
252,Workout Music ,Beautiful Mistakes (Workout Mix),4zDVc78LCBzFPMHC4oxWrE,5,0.814,0.786,10,-7.343,1,0.0406,0.0032,0.0474,0.0831,0.969,128.013,270000,4
253,Workout Music ,Levitating (Workout Mix),2GZmjrWCcmUVFnbcpRoBQ3,6,0.667,0.76,11,-6.092,0,0.0473,0.00415,0.00378,0.0632,0.858,127.968,257812,4
254,Tulus,Satu Kali,7hMW54xnFEPdmVy4nBHp9H,61,0.55,0.598,9,-7.298,1,0.0325,0.117,1.6e-05,0.147,0.436,150.02,224500,4
255,Workout Music ,Savage Love (Workout Mix),3uT0sOI2w704G61aptw6bx,5,0.813,0.716,10,-5.376,0,0.13,0.0386,1.23e-05,0.0798,0.91,149.956,260827,4
256,LE SSERAFIM,Sour Grapes,6wBpO4Xc4YgShnENGSFA1M,75,0.779,0.801,6,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,196540,4
257,Workout Music ,good 4 u (Workout Mix),04pwXqJ3VjS5n7cZcpUMis,6,0.661,0.977,7,-4.896,0,0.0326,0.00187,0.323,0.0395,0.904,140.022,274286,4
258,B.I,BTBT,7nthiiDfS9WHNHDMwmAz98,80,0.766,0.663,9,-6.932,0,0.175,0.334,0.0,0.117,0.509,109.967,219550,4
259,Workout Music ,Dance Monkey (Workout Mix),74M12fRFBuCfh9YgFjrPBl,5,0.777,0.661,6,-8.186,0,0.0538,0.00397,0.613,0.0643,0.886,128.015,262520,4
260,MeloMance,"Love, Maybe",2X45nVBeYzmDlrXji9Av0Q,70,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,185000,4
261,Workout Music ,Dynamite (Workout Mix),4ulhzKxaNaF78cA9pYlToE,5,0.773,0.539,1,-5.684,0,0.0623,0.00179,0.00426,0.0568,0.719,122.99,232193,4
262,Doja Cat,Boss Bitch,5woqmxKf5MpfrznYGBneNF,4,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.203,0.575,125.993,134240,4
263,Workout Music ,Kiss Me More (Workout Mix),611IkuKCOwyORg9MzdZXYB,6,0.563,0.7,7,-6.314,1,0.0354,6.02e-05,0.0417,0.0347,0.807,127.964,270000,4
264,Workout Music ,Rain on Me (Workout Mix),14ai0J4YmYBKdZS3BNQUDv,5,0.724,0.876,1,-5.013,0,0.0722,0.00924,0.000109,0.0669,0.861,128.014,259320,4
265,Workout Music ,Dakiti (Workout Mix),6ZrPBppSfZEeeNJJF7541b,5,0.859,0.656,4,-7.592,0,0.278,0.00168,0.0384,0.048,0.485,131.971,261817,4
266,Workout Music ,Bad Guy (Workout Mix),61ap7rnc6V8MBulwjw6BUn,6,0.842,0.658,11,-7.072,0,0.0678,0.00456,0.735,0.0673,0.562,131.007,281253,4
267,Workout Music ,Without You (Workout Mix),7aDVw73KoEF4UrnN8MRwag,6,0.62,0.882,0,-5.392,1,0.0693,0.0042,3.94e-05,0.0661,0.76,127.999,255000,4
268,Dua Lipa,Levitating,32o0KgIZ82kx1V7SQpm226,1,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
269,BURNS,Talamanca,5ws9O073Ym1wryCnx11JO0,5,0.683,0.77,11,-6.641,0,0.0512,0.0988,0.896,0.379,0.527,126.006,186727,4
270,Dua Lipa,Don't Start Now,1Cqby5gdwLYzHMsjojpUDb,1,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
271,Anne-Marie,Kiss My (Uh Oh),0bEb0XMuBCCZ8uZt2EvxBz,5,0.638,0.878,5,-3.639,0,0.0484,0.0151,0.000223,0.308,0.481,103.948,176800,4
272,Denny Caknan,Satru 2,1lYE7sWxl6fBUJejyubpSv,61,0.65,0.77,4,-4.451,0,0.031,0.328,0.000672,0.361,0.416,125.01,288693,4
273,Workout Music ,Mood (Workout Mix),4AhgBxVl6wePP44UBIQQnk,5,0.729,0.706,7,-4.312,0,0.0482,0.00203,0.144,0.0704,0.673,109.977,218181,4
274,Dua Lipa,Physical,3oEbe7QVAPcN5JUUuJYxil,7,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
275,Shreya Ghoshal,"Chaka Chak (From ""Atrangi Re"")",13kskvRgVM2gnyR0w4LY06,5,0.779,0.748,10,-6.811,0,0.205,0.0614,1.02e-05,0.124,0.852,163.939,271281,4
276,Dua Lipa,Love Again,18YIXvRqBjAXcHMfk9w7kJ,3,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
277,Neha Kakkar,"Yaad Piya Ki Aane Lagi (From ""Yaad Piya Ki Aane Lagi"")",6NDdRzsm3XvN4r9cb4Ls5J,7,0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.975,256678,4
278,Dua Lipa,Pretty Please,7tIdRpgyfeR8RpEL1Uo6oD,3,0.906,0.474,1,-6.124,1,0.194,0.0311,5.5e-06,0.286,0.656,106.976,194607,4
279,Zahrah S Khan,"Kusu Kusu (From ""Satyameva Jayate 2"")",7gw7wPsxGxAlDOa8pw9fMO,12,0.742,0.911,8,-2.812,1,0.0572,0.0137,0.00081,0.0593,0.78,101.0,195616,4
280,Udit Narayan,"Tip Tip (From ""Sooryavanshi"")",5ger1JsH6qBCrN2VZfWdE9,6,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,250288,4
281,Sachet Tandon,"Barbaadiyan (From ""Shiddat"")",2uOOt6nklEAokeEgPCs5BQ,5,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,230185,4
282,Jubin Nautiyal,"Khushi Jab Bhi Teri (From ""Khushi Jab Bhi Teri"")",7HYHbvwCOvKyiFlEBjxnK3,7,0.683,0.655,8,-5.782,0,0.0515,0.198,0.0,0.0772,0.806,102.043,240303,4
283,Badshah,"Slow Slow (From ""Slow Slow"")",2476G80jSDBPv2hXi6ihal,7,0.772,0.69,7,-5.182,1,0.0969,0.119,3.18e-05,0.0432,0.416,103.098,220230,4
284,Fabio Bevere,YEAR 2022,7niIWQiDqvFvyNtRJBgjIg,0,0.809,0.548,7,-10.46,1,0.113,0.564,0.844,0.0964,0.104,120.003,308000,4
285,14Kworldd,Year 2022,6Bgu57VdblgnBL1mfipOeb,0,0.651,0.628,8,-8.477,0,0.182,0.0281,0.0,0.104,0.391,149.835,188918,4
286,Dezraud,2022 Year,4SQnKUsUz8pNWLuc6r6eJw,0,0.772,0.264,7,-18.456,1,0.0659,0.776,0.912,0.0985,0.259,139.995,154290,4
287,Staylon,New Year 2022,3MyVTR0UPNcxoVU8tzUwPL,0,0.559,0.298,1,-13.735,0,0.0282,0.716,0.942,0.0586,0.187,160.037,165538,4
288,The Gentle Rudra,2022 Change Year,0AAL7WTV00TyUNEvJ8KnDW,0,0.587,0.627,9,-6.892,0,0.0288,0.977,0.971,0.41,0.826,122.19,26958,4
289,Dua Lipa,Thinking 'Bout You,6dgTYZXe1XVx3ZfklINnIa,1,0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,171947,4
290,Dj Drew,new year 2022,5GUoP494K5evBGsuPovuOt,0,0.745,0.938,9,-3.129,0,0.0524,1.67e-05,0.164,0.0518,0.461,131.978,248273,4
291,UNDERRATED AJ,MY YEAR(2022),5eZJJtiRRbQRM3lwb4mgIX,0,0.815,0.458,10,-11.589,0,0.348,0.845,0.0,0.15,0.519,147.982,117793,4
292,Rinku Meena Nangal,New Year 2022,5LSO7QvpObO2XN0ZANZKdl,0,0.615,0.985,6,-3.087,0,0.0786,0.0675,0.000642,0.47,0.752,145.659,672419,4
293,Rays Aero,2022 New Year,23nzl9acUaj1ukKvThojnG,0,0.695,0.517,0,-7.905,1,0.327,0.174,0.947,0.349,0.536,130.179,89478,4
294,Last Child,Saat Saat Itu,1Fi8jAQk4oVQKv2j7TPSz5,52,0.627,0.924,9,-4.436,1,0.108,0.00674,6.42e-05,0.235,0.851,110.033,186010,4
295,Winter Jazz Cafe Lounge,new year 2022,4J6Soyhph3YwSwC2W1IyZ3,0,0.687,0.031,0,-31.145,1,0.046,0.996,0.955,0.0788,0.548,80.62,98802,4
296,BTS,Butter,6jjYDGxVJsWS0a5wlVF5vS,82,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,164952,4
297,sexxxtazy,New Year 2022,0eb8yrNuuFKxELCdkaos0b,0,0.704,0.639,7,-5.177,0,0.046,0.667,3.86e-06,0.113,0.368,159.915,114023,4
