,artist name,track name,track id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
150,Lim Young Woong,A Psalm of Life,1E14FuM0BRaHAJSJ9YxMVu,43,0.279,0.515,7,-4.511,1,0.0305,0.75,0.000114,0.188,0.173,139.694,233360,4
151,Zeekonthebeat,Happy New Years 2022,5bOP7QNXOdbaIP5uyN8Jrv,7,0.328,0.437,0,-18.794,0,0.0722,0.0314,0.0,0.612,0.253,93.994,93623,1
152,VIVIZ,Red Sun!,5mxK8CuKCqxW7HlBjBtmRS,62,0.555,0.814,5,-1.566,1,0.0585,0.448,0.0,0.308,0.517,115.95,253413,4
153,Fazilpuria,New Year Mashup 2022,2vHxqsn7wx28aEuaKz8MgS,8,0.702,0.865,7,-4.572,0,0.128,0.183,6.49e-06,0.333,0.545,104.837,177107,4
154,Gen Hoshino,Comedy,5SuOikwiRyPMVoIQDJUgSV,77,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,230667,4
155,Chakra,I Am (The Space Brothers Remix) - 2022 Remaster,0blrlOlHku8MBGAavtvgsn,15,0.509,0.863,0,-5.968,0,0.0307,0.00112,0.0207,0.331,0.0811,134.676,251244,4
156,Charlie Puth,Left and Right (feat. Jung Kook of BTS) - Instrumental,3QRJgF8HY4zEuboEy4Q1gd,60,0.899,0.464,2,-8.003,1,0.0667,0.504,0.9,0.0753,0.654,101.014,152117,4
157,Oxygen,Am I On Your Mind (Lustral Remix) - 2022 Remaster,4LLGGhY3ZSRVw3IulVVVcy,10,0.521,0.858,7,-5.305,1,0.0545,1.85e-05,0.896,0.708,0.235,134.989,263657,4
158,Lim Young Woong,Loving You,1IvOxLYTstsq5Z6pN3l3zm,42,0.604,0.79,7,-3.534,1,0.0294,0.0675,0.0,0.314,0.87,95.036,212293,4
159,Avery Alexander,Stealth (10 Year Anniversary Edition),4vhI1QMQdiugqqyCCSqaf0,10,0.441,0.283,11,-23.314,1,0.0326,0.65,0.844,0.116,0.201,80.002,216094,4
160,TREASURE,DARARI,0dcnrLo8s1rhjm8euGjI4n,81,0.716,0.638,0,-6.87,1,0.0392,0.486,0.0,0.0702,0.552,84.955,220716,4
161,ARMPIT TERMITES,NEW YEARS MIXXX: TIME 4 2022,3Uskm1BFladbHCBqQSxbKl,4,0.43,0.86,5,-7.032,1,0.265,0.0267,0.301,0.807,0.369,179.968,600899,4
162,BTS,Friends,7b3Fx7XAPJDk7fYlti24ZH,67,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,199339,4
163,Dhanraj Saurya,Naya Saal Ki Badhe - Happy New Year 2022,6M10oSeDrAJfAwYaJsecQN,8,0.429,0.526,8,-7.83,1,0.0611,0.808,7.68e-06,0.0857,0.433,200.067,163872,4
164,IVE,ROYAL,0LMdtBOxbVgrYoA4n0Vwvv,68,0.796,0.85,1,-2.987,1,0.102,0.0905,3.39e-06,0.205,0.47,109.922,206227,4
165,Workout Music Tv,For Thousand Years - Workout Remix 135 Bpm,5iHvnjK1ShCkhikbdvS5I2,10,0.686,0.883,8,-4.112,1,0.0478,0.00405,0.496,0.0761,0.947,134.978,241782,4
166,Jack Harlow,First Class,1rDQ4oMwGJI7B4tovsBOxc,92,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,173948,4
167,"Joseph Hellmesberger, Jr.","Kleiner Anzeiger, Galopp, Op. 4",1pkC7ik3IwiwIoLSgzqYRD,18,0.472,0.576,3,-16.368,1,0.036,0.844,0.912,0.19,0.842,86.341,146000,4
168,YOUNGTAK,What Happened?,54nu7eSOHY3YJu154hUPsN,36,0.756,0.83,4,-3.41,0,0.206,0.089,0.0,0.189,0.671,119.964,207133,4
169,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,19,0.35,0.127,7,-18.467,1,0.0351,0.94,0.893,0.0772,0.216,101.419,649000,4
170,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,85,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,172267,4
171,Johann Strauss II,"Persischer Marsch, Op. 289",6nFdjYo1hSmGPSmKiqFjN9,17,0.56,0.306,7,-16.114,0,0.0276,0.91,0.885,0.0715,0.547,96.301,134000,4
172,BTS,Singularity,3WMLle4WsAKsZ9G1a5L8c9,69,0.785,0.259,1,-9.68,0,0.092,0.568,0.00412,0.111,0.206,104.018,196998,3
173,Swashii,Progress - Remastered 2022,3pbTf8FL1vHlMotL0Pp38V,9,0.655,0.724,7,-5.996,0,0.191,0.00739,0.0,0.314,0.61,90.931,174000,4
174,Marshmello,Numb,10xV5l9nhLvFpR8mqzs0bL,85,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4
175,Namito,Feuersee - 2022 Remix,25jKHAwh2TRw7J8LcFqfsl,8,0.699,0.639,2,-12.775,1,0.0477,0.0617,0.917,0.0773,0.18,124.99,376000,4
176,Wonstein,Your Existence,2tmX4T7ODY34NwvQ3DD3MC,70,0.418,0.603,7,-9.379,1,0.204,0.536,2.52e-05,0.11,0.657,100.171,204229,4
177,Alesso,Years,1T7BiLyFaZKCNNFAMP4PVz,9,0.362,0.858,2,-3.92,1,0.0743,0.00211,1.3e-06,0.25,0.282,127.891,196347,4
178,Kep1er,Up!,3XZAvh2NCDQYHgJei35VQ1,76,0.753,0.932,6,-2.706,1,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,192027,4
179,The Space Brothers,Forgiven (Vocal Mix) - 2022 Remaster,2jyZLLFIN4TCaJePqIm3ib,9,0.495,0.967,9,-4.337,0,0.0298,0.00512,0.00143,0.331,0.254,134.862,261207,4
180,KANGDANIEL,Upside Down,41KiFWhvIgjdVura4h93Zh,60,0.682,0.574,7,-4.986,0,0.0349,0.178,0.0,0.199,0.626,136.088,195893,4
181,Zahrah S Khan,"Kusu Kusu (From ""Satyameva Jayate 2"")",7gw7wPsxGxAlDOa8pw9fMO,12,0.742,0.911,8,-2.812,1,0.0572,0.0137,0.00081,0.0593,0.78,101.0,195616,4
182,Taylor Swift,You Belong With Me (Taylor’s Version),3qCBNnVqewE31xjMhEECbl,9,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4
183,THE YELLOW MONKEY,Bulb - 2022 Remaster,50NoYcZ0eM2AABpioJ7smS,3,0.337,0.796,2,-4.121,0,0.0397,0.025,0.0,0.206,0.141,187.822,337880,4
184,Taylor Swift,Lover,2vzkU8Sf8aLAxoSZ1UzOp8,6,0.359,0.543,7,-7.582,1,0.0915,0.492,1.57e-05,0.118,0.453,68.505,221307,4
185,Sunday Morning Jazz,New Year's Resolutions,5lA9sILUX3Ie2XrXSGtHrU,6,0.885,0.157,8,-23.074,1,0.0592,0.534,0.866,0.11,0.786,99.995,167981,4
186,Taylor Swift,Love Story (Taylor’s Version),3qlmiS4B9nz6HyJqK6A3YY,8,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,0.416,119.082,235767,4
187,Mabel,Loneliest Time Of Year,66QVjmCkXqtYx3YRgEoj1n,1,0.517,0.609,7,-5.702,1,0.0291,0.0631,0.0,0.106,0.239,92.093,202693,4
188,THE YELLOW MONKEY,LOVE LOVE SHOW - 2022 Remaster,1XjHmiCtmZUuXni8sDi7Ji,3,0.418,0.954,1,-3.575,0,0.22,0.000724,0.0,0.214,0.375,149.97,286907,4
189,Taylor Swift,willow,2GaWwYI6sPrwAXTYkoNbjH,0,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,214707,4
190,THE YELLOW MONKEY,Tower Of Sand - 2022 Remaster,5X2MU8J19B8e0z81SZRa9z,3,0.6,0.796,1,-4.391,0,0.0347,0.00106,6.1e-05,0.0987,0.442,113.061,282907,4
191,THE YELLOW MONKEY,Remembering a Mermaid - 2022 Remaster,4GOR2KSMTVphb3H349UGuj,2,0.472,0.926,9,-3.11,0,0.0353,0.000967,1.79e-06,0.163,0.885,131.475,237467,4
192,BTS,Moon,7xuswKr3R30Cm46LbkOsno,70,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.219,0.64,141.87,208201,4
193,The Realm,Lost In Space (The Space Brothers Remix) - 2022 Remaster,4ipwKNmXBjb359j96ujkxh,22,0.576,0.984,11,-4.694,0,0.0309,0.000237,0.784,0.189,0.296,134.849,220708,4
194,Juho,without me,6262LmmRM1khHX1D4yk6MA,45,0.431,0.499,11,-4.995,1,0.0365,0.0431,0.0,0.325,0.228,133.154,247773,4
195,Eduard Strauss,"Kleine Chronik, Polka schnell, Op. 128",6pRgYY5NtiwCNQ4yT2jAXQ,17,0.417,0.452,0,-16.777,1,0.0487,0.839,0.83,0.098,0.751,175.667,141000,4
196,Duke & Jones,Jiggle Jiggle,1I4lCSP69P74nU3a6Su5L2,83,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,97209,4
197,Years & Years,King - Acoustic,3q70VCTQYTgjUoEGTlhK5y,8,0.509,0.183,2,-8.759,1,0.0414,0.955,1.9e-06,0.107,0.292,125.773,243573,3
198,Paul Blanco,Summer (Feat. BE’O),26Iv7VGUF1lqU10rxQXFL8,52,0.701,0.732,4,-4.773,0,0.126,0.208,0.0,0.158,0.739,158.075,199867,4
199,Years & Years,Night Call,06TYyNEJuACii7JhCOPrlQ,8,0.73,0.822,8,-3.91,1,0.0502,0.0785,0.0,0.0858,0.783,119.991,170319,4
200,M.O.M,Do you want to hear,68QnW4ShMGTk9vvE3Tihng,50,0.691,0.769,6,-2.496,1,0.044,0.268,0.0,0.653,0.824,94.037,167688,4
201,L.A Band,Love Tonight (radio edit),1bg4L1Ai1P1JBwClbZjA7n,10,0.749,0.69,8,-12.124,1,0.0353,0.00662,0.0989,0.079,0.288,123.01,241321,4
202,LE SSERAFIM,Blue Flame,37YoRLUu1qId0ewavgvnkG,74,0.781,0.725,4,-3.571,0,0.0452,0.0281,0.0,0.0761,0.765,112.045,201895,4
203,Chill Work Music,Calming Lofi Music To Study To,3zxhdXTqGsmdq3xrRyCTP1,10,0.611,0.398,5,-10.025,0,0.0264,0.812,0.947,0.135,0.586,128.136,120000,4
204,YOUNGTAK,Hallyang-ga,5aNxPBx1Fq6gAxlr0OQzv1,34,0.559,0.938,3,-3.264,0,0.287,0.337,0.0,0.348,0.723,142.032,208293,4
205,Ava Max,My Head & My Heart,4VAZH3smXXFMH2BGSP5RhU,10,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
206,Lauv,All 4 Nothing (I'm So In Love),21AziTMaZwcLflGMAj85o5,77,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,183014,4
207,Workout Music ,Beggin’ (Workout Mix),3aSEwDuVlabNvITpOKkiwT,10,0.674,0.87,11,-6.404,0,0.0415,0.00072,0.00875,0.0247,0.759,127.988,270069,4
208,Yerin Baek,Pisces,7ix35I3PNAN63JeV7feOG9,50,0.53,0.65,2,-6.707,1,0.0285,0.357,0.0,0.139,0.0997,127.954,227000,4
209,John Summit,Human (feat. Echoes),1AatidzO222c3WmKYKofRk,10,0.544,0.856,5,-6.84,0,0.0314,0.00162,0.818,0.0763,0.233,125.992,219048,4
210,YOUNGTAK,Brown Umbrella,3gep0yiV6og5gWPAVwyVXm,33,0.555,0.747,2,-4.825,0,0.0408,0.323,0.0,0.076,0.775,90.156,198040,4
211,Workout Music Tv,For Thousand Years - Workout Remix 128 Bpm,6kTxJYwwnHKIzh0XUfrkrZ,8,0.655,0.883,8,-3.769,1,0.0387,0.000704,0.611,0.0933,0.941,127.993,255000,4
212,YOUNGTAK,Take It Slow,1KudezVPwBoBUNeMrIeRyN,33,0.56,0.46,8,-6.865,1,0.0333,0.853,0.0,0.153,0.395,74.835,211493,3
213,Gaana Achu,NEW YEAR 2022,1Gf36LzOmcIn8vcQMrQIm2,5,0.736,0.887,2,-7.121,1,0.143,0.779,1.27e-06,0.101,0.874,82.008,224126,4
214,YOUNGTAK,The Wall,4EBrbtiFpuzaEXZcyjOiui,33,0.451,0.671,5,-3.393,0,0.0292,0.728,0.0,0.0981,0.442,92.073,214373,4
215,saturn,2022 my year fr,4u2gL1g6AgF2vlAURETOXi,31,0.429,0.834,0,-6.61,0,0.261,0.0106,0.0,0.163,0.664,179.932,110517,4
216,YOUNGTAK,Chatter,1M8z1FGhdz6BSHO1jDHzp3,33,0.808,0.754,1,-2.825,0,0.19,0.0881,0.0,0.055,0.958,105.053,175200,4
217,Club Killers,New Years Eve 2022 Countdown,6RVoGOMEywzerRieiw5t9m,5,0.464,0.861,0,-8.493,1,0.681,0.00674,0.0,0.703,0.218,64.12,87656,4
218,Camila Cabello,Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,91,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
219,Hollow Stage,"New Year, New Bree (pt.2) - 2022",42qHps7apeIKpDiOsKXlJ7,5,0.385,0.866,4,-13.96,0,0.132,0.00238,3.43e-05,0.0942,0.0358,100.099,115200,4
220,YOUNGTAK,Second Chance,7yKZ7DazC2IZk6uPtsEIer,33,0.638,0.568,9,-7.08,1,0.0536,0.521,0.0,0.146,0.484,100.01,198947,4
221,Jyc Row,Year of the Tiger (Equestria Spring Festival Celebration 2022),7k3vvF7gbBVW9ejRn0zBOU,5,0.119,0.375,0,-13.836,1,0.0511,0.298,0.927,0.11,0.142,79.575,151819,4
222,YOUNGTAK,Bye Gimnyeong,1uQHQvF0SQtnsG4dAwGq6L,33,0.478,0.527,4,-10.024,1,0.0545,0.767,3.03e-05,0.279,0.417,74.316,206203,4
223,Ed Sheeran,I Don't Care,08uS8QzJ8t6tWry7IBipzK,4,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
224,YOUNGTAK,Spaceship,0F6yVU9tEeNJYCgZQFMCB2,32,0.728,0.541,2,-7.589,1,0.0287,0.802,0.00302,0.102,0.636,119.966,209533,4
225,YOUNGTAK,Be The Moon,5XygvQB7QNxtvLohGE0Hqd,32,0.665,0.589,2,-8.66,0,0.0479,0.748,1.57e-05,0.116,0.297,119.928,206187,3
226,Josef Strauss,"Nymphen-Polka, Op. 50",4Rec8Cm7xGxdrhMxCYU9Kd,16,0.558,0.0847,0,-20.316,1,0.0438,0.939,0.26,0.1,0.532,142.577,225000,4
227,YOUNGTAK,My Wife,4cTE86VUAPwRIAHZpEcJR7,32,0.611,0.486,4,-7.468,1,0.0264,0.794,0.000509,0.141,0.364,94.946,239613,4
228,The Harvard Krokodiloes,In a Sentimental Mood,69sdSYaI6o7ta9gjFVGgcE,8,0.214,0.165,11,-10.832,0,0.032,0.9,0.0,0.111,0.161,86.195,224632,1
229,The Weeknd,Sacrifice,6cr2KcgLVbgbFpNn25ciRT,8,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4
230,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix,1aOiFmXtyfFm3JjL8rnR6B,8,0.738,0.607,8,-3.933,0,0.0845,0.00746,0.324,0.0699,0.78,131.982,383893,4
231,The Weeknd,I Was Never There,0OkPcVYCU1sO15JX5cOOQo,15,0.323,0.737,10,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,112.923,241067,4
232,Workout Music ,Rise Up (Warmup Workout Mix),6hnwbz6odadbu3bmMUHEv4,9,0.226,0.58,1,-3.661,1,0.0414,0.771,0.0,0.126,0.191,77.726,294827,5
233,Workout Music ,Peaches (Workout Mix),2GN0M64unZFzF8Mez8RL1F,7,0.742,0.792,4,-5.336,0,0.0863,0.000681,0.126,0.0653,0.594,131.977,262727,4
234,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),37jfKCUtJFqDfWLMpjOH4T,8,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4
235,The Weeknd,Call Out My Name,20SnyI0S8L263TZcIZb7sK,13,0.468,0.608,1,-4.938,1,0.0363,0.191,0.0,0.304,0.146,134.096,228373,3
236,Workout Music ,deja vu (Workout Mix),5X70OJdWtSai8LfmVniNbr,8,0.693,0.643,9,-5.855,1,0.0368,0.0085,0.00912,0.0399,0.788,131.991,261818,4
237,Workout Music ,Blinding Lights (Workout Mix),1Ihpps7NA0Qhu3uUa3x7K6,9,0.717,0.932,8,-1.607,1,0.153,0.0285,0.107,0.0949,0.961,123.906,270461,4
238,The Weeknd,Starboy,4ItqY0CYN18MZs2WNWolnD,7,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-06,0.137,0.484,186.012,230461,4
239,Workout Music ,Stay (Workout Mix),3PDG31h8lEYM653ayKIaXV,8,0.571,0.797,6,-4.784,1,0.0521,0.00107,0.00364,0.074,0.922,179.98,272000,4
240,Workout Music ,Cold Heart (Workout Mix),4rtAK47x8GeyUC5cxgFJzo,9,0.748,0.787,1,-5.939,1,0.22,0.124,7.77e-05,0.028,0.898,129.997,251113,4
241,Workout Music ,Heat Waves (Workout Mix),5I64qCyYrFPBRWN00zUkVe,8,0.8,0.567,8,-8.916,0,0.0814,0.00144,0.815,0.0605,0.967,143.961,255000,4
242,The Weeknd,Die For You,5mcL9jx9W4VVe8o0bwGFvQ,9,0.602,0.528,1,-7.152,0,0.0556,0.11,0.0,0.157,0.455,133.851,260256,4
243,Workout Music ,Bad Habits (Workout Mix),67scmhrpM0jxO5Uw8zbL8q,8,0.793,0.749,11,-4.692,0,0.0742,0.0499,0.000298,0.0321,0.853,128.011,284998,4
244,The Weeknd,Can't Feel My Face,5cCWqMV58FkAuGcwxDhOwk,8,0.71,0.774,9,-5.511,0,0.041,0.117,0.0,0.0967,0.61,107.96,213520,4
245,Workout Music ,Easy on Me (Workout Mix),2BGGgxDFHRyyzvjjKzbEUl,9,0.652,0.664,5,-6.422,1,0.038,0.00758,0.00199,0.0937,0.599,135.017,270220,4
246,Workout Music ,Save Your Tears (Workout Mix),2OJFOYPQaSpLraDb2nqCme,8,0.682,0.69,0,-6.445,1,0.033,0.00188,0.0213,0.116,0.961,131.986,247272,4
247,The Weeknd,Blinding Lights,47iTtaxr8cRc1dhGvE3AV7,5,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,201573,4
248,Coldplay,My Universe - David Guetta Remix,4VVh7xorogYHk5FK7W6mmQ,11,0.436,0.948,1,-5.515,0,0.0558,0.0974,0.00375,0.14,0.696,122.609,199136,4
249,The Weeknd,The Hills,1BISRBbWWQPe0L8O0oSrnv,6,0.565,0.551,0,-7.007,0,0.0687,0.0845,0.0,0.139,0.125,112.98,242280,4
250,EFDY MUSIC STUDIO,IN NOMINE IMPERATORIS - 2022 Version,5r23W2CfblEyO9B1SvAXAl,7,0.666,0.791,7,-10.733,1,0.0382,0.00855,0.85,0.0722,0.354,138.013,237857,4
251,THE YELLOW MONKEY,ALRIGHT - 2022 Remaster,670jcsXFL0SdPDnEBTgfOS,3,0.524,0.951,11,-2.932,0,0.0753,0.000241,1.59e-05,0.335,0.544,125.01,283413,4
252,THE YELLOW MONKEY,Pearl - 2022 Remaster,5ifVAiOA4qlJR6dT7DWvnX,2,0.472,0.933,11,-3.741,1,0.0513,8.07e-06,4.16e-05,0.286,0.54,122.999,221613,4
253,The Space Brothers,Legacy (Vocal Club Mix) - 2022 Remaster,3dr4SG9q0Vt6Tpg7r1OyC7,7,0.559,0.945,0,-5.296,1,0.0318,0.011,0.0075,0.0983,0.375,134.635,252103,4
254,Aphrodite,Light years,63jJfp6bkjI6uFatgYwR1p,6,0.557,0.985,5,0.175,0,0.0641,0.00607,0.452,0.107,0.839,175.943,340909,4
255,THE YELLOW MONKEY,Love Communication - 2022 Remaster,5GDPF2w5zNb8iuygKTmW0u,1,0.423,0.976,4,-1.758,1,0.0743,0.00627,0.0,0.256,0.454,126.917,300000,4
256,The Weeknd,Acquainted,3eomAXxjjEizbjhQLUo2MS,5,0.386,0.486,7,-9.845,0,0.051,0.437,0.0,0.0889,0.237,105.79,348883,4
257,The Space Brothers,Your Place In The World - 2022 Remaster,7m08yYCnnYYvlXCzEKWwbw,7,0.607,0.603,2,-7.773,1,0.0416,0.149,0.0215,0.111,0.375,80.297,228733,4
258,The Weeknd,Save Your Tears,7C23UK0ZR24iaD1jAv55H5,6,0.685,0.816,0,-5.496,1,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,215627,4
259,THE YELLOW MONKEY,Changes Far Away - 2022 Remaster,7627DHUCwc8sZZrofPT68s,1,0.315,0.635,0,-4.622,1,0.0282,0.072,0.000127,0.0816,0.585,102.012,240520,3
260,The Weeknd,Take My Breath - Single Version,4mIbc7n9CtQwkrRydq4hp2,5,0.747,0.739,8,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,220196,4
261,Force Majeure,Out Of My Mind (Extended Mix) - 2022 Remaster,0jH5gmAPmmKFNCSChHm0PI,5,0.578,0.957,9,-5.757,0,0.0415,0.0033,0.884,0.0407,0.493,137.841,466599,4
262,Carlo Rustichelli,"Pollo ruspante (Twist #2) - From ""Ro.Go.Pa.G."" / Remastered 2022",2MhAeWrUUWfE2rtvwmhb18,13,0.69,0.789,5,-8.286,0,0.0448,0.912,0.0123,0.122,0.936,89.704,75333,4
263,Danny Cocke,Before the War – SI 2022 Main Theme,0ZQgWgsIfaECd7Cket7TVO,16,0.399,0.579,1,-10.155,0,0.0295,0.000527,0.838,0.0968,0.158,92.512,274265,4
264,not applicable,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,2qhgPZk7v1U3KbOZhGKdAG,13,0.579,0.259,2,-24.438,1,0.517,0.974,1.35e-06,0.685,0.464,116.044,181000,5
265,The Weeknd,I Feel It Coming,5UyJNetrrT510fUX8klZpO,2,0.774,0.814,0,-5.932,0,0.123,0.418,0.0,0.0862,0.56,92.976,269177,4
266,Chinese Yang Qin Relaxation Man,Year of the Tiger,05khBYwS9I5tp0R45IlMhQ,5,0.576,0.428,1,-12.467,0,0.026,0.89,0.441,0.137,0.188,113.336,233872,4
267,Post Malone,Wrapped Around Your Finger,6Kfoo60npYPdvNxMPMiDpX,79,0.744,0.628,2,-5.435,1,0.0287,0.0493,0.0,0.317,0.539,119.966,193565,4
268,Stray Kids,MANIAC,0ObcVIFoDdBBClvABfJvdz,40,0.511,0.803,1,-2.611,1,0.376,0.148,0.0,0.0697,0.712,89.908,182758,4
269,10cm,Gradation,775S83AMYbQc8SYteOktTL,46,0.63,0.653,11,-3.592,1,0.0252,0.175,0.0,0.108,0.442,104.003,201280,4
270,The Magician,Sunlight - Radio Edit,3XshTshjn4weNRvS4Ci7fo,34,0.637,0.786,1,-6.521,1,0.0388,0.0124,0.0,0.313,0.349,121.965,193707,4
271,Bruno Mars,Locked Out of Heaven,3FuBZwFfmaPoJ8QoGQb81K,7,0.726,0.699,5,-4.165,1,0.0431,0.049,0.0,0.309,0.866,143.994,233478,4
272,SUNMI,열이올라요 (Heart Burn),2RMwzg51OZwF7AugMGMnN8,41,0.84,0.656,6,-5.162,0,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,193173,4
273,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,18,0.265,0.116,7,-19.581,1,0.0361,0.962,0.911,0.0639,0.141,97.857,605000,4
274,Coogie,Alone (Feat. LeeHi),2SSbQoEqPHu6qAgi3pFobY,57,0.764,0.647,8,-4.733,1,0.0563,0.68,0.0,0.275,0.819,119.973,179000,4
275,Eduard Strauss,"Gruß an Prag, Polka française, Op. 144",6BvRZg33RmaKkZAajlik3z,16,0.496,0.108,2,-19.451,1,0.0377,0.934,0.576,0.114,0.675,86.252,202000,4
276,Leellamarz,B.B.B (Feat. The Quiett),0PCthiXmn3MFXzvn0eAiBY,46,0.939,0.519,2,-7.637,1,0.384,0.0701,0.0,0.0588,0.723,133.093,198227,4
277,Josef Strauss,"Sphärenklänge, Walzer, Op. 235",6QwCELMdagz2bIUl31L2GE,15,0.207,0.0898,2,-19.343,1,0.0403,0.951,0.827,0.0669,0.0969,187.44,567000,3
278,Beyoncé,BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,91,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,278282,4
279,Johann Strauss II,"Tausend und eine Nacht, Walzer, Op. 346",4Phjc732ZJc6In2gHETidu,16,0.309,0.0676,0,-20.896,1,0.0342,0.964,0.749,0.0593,0.145,103.766,511000,4
280,Kassy,Don't wanna leave tonight,4TZYF2Ul2fPNVp0I5wqTZz,45,0.812,0.626,0,-3.842,1,0.0534,0.241,0.0,0.119,0.539,97.01,164253,4
281,Johann Strauss II,"An der schönen blauen Donau, Walzer, Op. 314",0DSg1rFnpdc9RhNKCYOF3s,16,0.229,0.072,2,-19.892,1,0.0353,0.965,0.866,0.0682,0.171,82.918,616000,4
282,aespa,Girls,07fqC2Puj13frv9iYtlcri,38,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,240440,4
283,"Joseph Hellmesberger, Jr.",Heinzelmännchen,0azOkHfzw0pLGF41f8Khmw,17,0.54,0.1,3,-26.114,1,0.0354,0.91,0.0511,0.0558,0.403,93.788,273000,4
284,LOONA,Flip That,7cHXwaBnIBFUPuP376z07E,71,0.803,0.831,11,-3.649,0,0.0569,0.072,0.0,0.328,0.736,112.045,177373,4
285,Lady Gaga,Poker Face,5CU9kxH5ibkuAeVAV96EtR,2,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,238907,4
286,TAEYONG,Love Theory,1dmi9lVthTKjuemmO8ucWm,72,0.878,0.71,10,-5.127,1,0.0473,0.367,0.0,0.099,0.888,119.991,199920,4
287,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,5,0.499,0.373,4,-7.811,1,0.0363,0.844,0.0,0.135,0.425,119.778,205518,4
288,VIVIZ,BOP BOP!,3FNuG1PjKcOu7tAqZKB4kZ,67,0.688,0.831,0,-2.857,1,0.0962,0.0697,0.0,0.13,0.707,126.118,219933,4
289,Marshmello,Leave Before You Love Me,08UPtb8khMuIOKKSMF7HP9,5,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,154983,4
290,Drake,Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,92,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4
291,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,5,0.745,0.792,8,-7.225,0,0.0422,0.0299,0.0316,0.0788,0.595,127.991,261094,4
292,BIG Naughty,Lovey Dovey (Feat. meenoi),1s3AJx7XASsPSA2cKJdXG6,52,0.73,0.632,7,-6.406,0,0.194,0.396,5.35e-06,0.0836,0.558,90.007,219093,4
293,Workout Music ,Wonder (Workout Mix),2SjBYRFi8j5jZaOOS6Nvid,7,0.745,0.913,1,-6.508,0,0.0624,0.0717,0.265,0.0498,0.763,127.993,270000,4
294,NCT DREAM,To My First,7cjojsJwncbiCI0rqOOf9j,68,0.661,0.667,4,-3.875,0,0.0398,0.233,0.0,0.105,0.37,77.006,183293,4
295,Joel Corry,I Wish (feat. Mabel),4BHiwXCxZTMIWa9LgI4sPK,5,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,181728,4
